action,simp,x,y
Pick BNC,Pick,0.4829177,0.18854528
Pick BNC,Pick,0.50555849,0.19378399
Pick BNC,Pick,0.44934285,0.3472695
Pick BNC,Pick,0.64530755,-0.28343706
Pick BNC,Pick,0.55226207,0.32417455
Pick BNC,Pick,0.47447427,-0.42580913
Pick BNC,Pick,0.3828908,-0.22210053
Pick BNC,Pick,0.54567028,0.30537842
Pick BNC,Pick,0.63806507,0.24253794
Pick bolt 4,Pick,0.58601409,-0.37930078
Pick bolt 4,Pick,0.57436468,-0.26221418
Pick bolt 4,Pick,0.43188232,-0.26578468
Pick bolt 4,Pick,0.62551146,0.32653706
Pick bolt 4,Pick,0.43271358,-0.24262179
Pick bolt 4,Pick,0.68030789,-0.0800272
Pick bolt 4,Pick,0.49150752,0.17213283
Pick bolt 4,Pick,0.55196573,0.32315742
Pick bolt 4,Pick,0.55827201,-0.34028212
Pick bolt 4,Pick,0.50555341,-0.14535662
Pick bolt 4,Pick,0.44689748,-0.04164882
Pick bolt 4,Pick,0.429092,-0.09392521
Pick bolt 4,Pick,0.42661731,-0.26178912
Pick bolt 4,Pick,0.5384102,0.35072564
Pick bolt 4,Pick,0.71907477,-0.32650816
Pick bolt 4,Pick,0.47191755,-0.44287146
Pick bolt 4,Pick,0.51634642,-0.12485783
Pick bolt 4,Pick,0.54054185,-0.31563104
Pick bolt 4,Pick,0.65941746,0.11870031
Pick bolt 4,Pick,0.3836257,-0.39081792
Pick bolt 4,Pick,0.67327604,-0.28328575
Pick bolt 4,Pick,0.58540273,0.28376177
Pick bolt 4,Pick,0.56677838,0.25538345
Pick bolt 4,Pick,0.54011866,-0.15282393
Pick bolt 4,Pick,0.6392476,0.29723264
Pick bolt 4,Pick,0.41162325,0.14144819
Pick bolt 4,Pick,0.51678699,0.20982015
Pick bolt 4,Pick,0.42010684,-0.15084307
Pick bolt 4,Pick,0.57548189,0.00465198
Pick bolt 4,Pick,0.69151845,0.01956472
Pick bolt 4,Pick,0.68244305,-0.42341226
Pick bolt 4,Pick,0.49580196,-0.54975044
Pick bolt 4,Pick,0.62541328,0.16752394
Pick bolt 4,Pick,0.60990865,0.33068414
Pick bolt 4,Pick,0.38119528,0.33754771
Pick bolt 4,Pick,0.70850668,-0.07587573
Pick bolt 4,Pick,0.69572542,-0.14743785
Pick bolt 4,Pick,0.63441857,0.03064381
Pick bolt 4,Pick,0.59579716,0.39656978
Pick bolt 4,Pick,0.74508296,0.27551582
Pick bolt 4,Pick,0.71439816,0.2480581
Pick bolt 4,Pick,0.52109041,-0.01886423
Pick bolt 4,Pick,0.44279232,-0.25508743
Pick bolt 4,Pick,0.56698572,-0.16221747
Pick bolt 4,Pick,0.64142583,0.43751919
Pick bolt 4,Pick,0.47101195,-0.06848488
Pick bolt 4,Pick,0.43787998,-0.14112535
Pick bolt 4,Pick,0.33346924,-0.42490232
Pick bolt 4,Pick,0.60015716,-0.4125038
Pick bolt 4,Pick,0.55311532,-0.42905951
Pick bolt 4,Pick,0.5366393,-0.20013232
Pick bolt 4,Pick,0.6045568,0.26443408
Pick bolt 4,Pick,0.59953178,0.28286095
Pick bolt 4,Pick,0.49925975,-0.5100706
Pick bolt 4,Pick,0.39775018,0.34891295
Pick bolt 4,Pick,0.43638772,0.2254246
Pick bolt 4,Pick,0.54657084,0.10585378
Pick bolt 4,Pick,0.49975007,-0.03069105
Pick bolt 4,Pick,0.39217256,-0.30167295
Pick bolt 4,Pick,0.39369951,0.2251157
Pick bolt 4,Pick,0.47934156,0.2779571
Pick bolt 4,Pick,0.71275,0.33232573
Pick bolt 4,Pick,0.42776905,-0.32404856
Pick bolt 4,Pick,0.30911824,0.19378745
Pick bolt 4,Pick,0.57001686,0.10898582
Pick bolt 4,Pick,0.54258379,-0.38952516
Pick bolt 4,Pick,0.52575301,-0.10936053
Pick bolt 4,Pick,0.53320393,0.42521287
Pick bolt 4,Pick,0.64473221,0.21297194
Pick bolt 4,Pick,0.3240484,-0.00870773
Pick bolt 4,Pick,0.57771575,0.17270259
Pick bolt 4,Pick,0.3638412,-0.41727947
Pick D-SUB,Pick,0.66428298,0.29829327
Pick D-SUB,Pick,0.58519501,-0.36036259
Pick D-SUB,Pick,0.54129941,0.34148867
Pick D-SUB,Pick,0.66671093,0.13083689
Pick D-SUB,Pick,0.60427005,-0.05886541
Pick D-SUB,Pick,0.67759761,0.10410574
Pick D-SUB,Pick,0.67295251,0.05611693
Pick D-SUB,Pick,0.60941838,0.08368503
Pick D-SUB,Pick,0.669059,-0.14094437
Pick D-SUB,Pick,0.51204089,-0.01857955
Pick D-SUB,Pick,0.68118038,-0.27314372
Pick D-SUB,Pick,0.62061853,-0.08154071
Pick D-SUB,Pick,0.74774097,0.21806072
Pick D-SUB,Pick,0.63531316,-0.10711702
Pick D-SUB,Pick,0.48768407,0.06085868
Pick D-SUB,Pick,0.57284712,-0.13807432
Pick D-SUB,Pick,0.61706101,-0.1110664
Pick D-SUB,Pick,0.6439708,-0.07441025
Pick D-SUB,Pick,0.6917704,0.17039171
Pick D-SUB,Pick,0.67617208,0.02456164
Pick D-SUB,Pick,0.56711673,0.31351011
Pick D-SUB,Pick,0.52973707,0.15317314
Pick D-SUB,Pick,0.54886853,0.11143616
Pick D-SUB,Pick,0.5285136,0.18684043
Pick D-SUB,Pick,0.59675864,0.3913261
Pick D-SUB,Pick,0.62129111,0.24540051
Pick D-SUB,Pick,0.56683337,0.16098228
Pick D-SUB,Pick,0.5575472,-0.13986713
Pick D-SUB,Pick,0.52339974,-0.12302715
Pick D-SUB,Pick,0.57375334,-0.18122716
Pick D-SUB,Pick,0.60677605,-0.16316938
Pick D-SUB,Pick,0.44568815,-0.42901115
Pick D-SUB,Pick,0.4306655,0.08128185
Pick D-SUB,Pick,0.62851761,0.10948652
Pick D-SUB,Pick,0.44846136,0.51722396
Pick D-SUB,Pick,0.43917218,0.47691736
Pick D-SUB,Pick,0.46798702,0.50002944
Pick D-SUB,Pick,0.50456502,-0.16016596
Pick D-SUB,Pick,0.54436143,-0.15710895
Pick D-SUB,Pick,0.47930328,0.13511324
Pick D-SUB,Pick,0.49958652,-0.42127906
Pick D-SUB,Pick,0.60442436,-0.03209222
Pick D-SUB,Pick,0.67093002,-0.12165954
Pick D-SUB,Pick,0.51577703,-0.22007022
Pick D-SUB,Pick,0.55095325,0.421502
Pick D-SUB,Pick,0.37793772,0.36667043
Pick D-SUB,Pick,0.56267717,0.26702834
Pick D-SUB,Pick,0.53806171,0.24003688
Pick D-SUB,Pick,0.66448435,-0.44864045
Pick D-SUB,Pick,0.62605556,-0.43550112
Pick D-SUB,Pick,0.43963734,-0.18302293
Pick D-SUB,Pick,0.41406466,0.2009114
Pick D-SUB,Pick,0.39444733,0.08988196
Pick D-SUB,Pick,0.5203615,-0.12936404
Pick D-SUB,Pick,0.52491024,0.32708179
Pick D-SUB,Pick,0.51456806,0.3561888
Pick D-SUB,Pick,0.423778,0.04075479
Pick D-SUB,Pick,0.60817692,-0.17462721
Pick D-SUB,Pick,0.4926616,-0.4450789
Pick D-SUB,Pick,0.49006448,0.14356221
Pick D-SUB,Pick,0.49136126,0.4064915
Pick D-SUB,Pick,0.4877409,0.44609204
Pick D-SUB,Pick,0.50728166,0.38062186
Pick D-SUB,Pick,0.63971117,0.34145325
Pick D-SUB,Pick,0.5589256,-0.14409976
Pick D-SUB,Pick,0.52485772,-0.11037451
Pick D-SUB,Pick,0.48382135,-0.26404488
Pick D-SUB,Pick,0.50143787,-0.27654969
Pick D-SUB,Pick,0.53242225,-0.28924193
Pick D-SUB,Pick,0.39063988,0.19314671
Pick D-SUB,Pick,0.4262131,0.27589472
Pick D-SUB,Pick,0.62074224,0.13544383
Pick D-SUB,Pick,0.61353959,0.19716927
Pick D-SUB,Pick,0.62629836,0.18309724
Pick Ethernet,Pick,0.4248812,0.26097926
Pick Ethernet,Pick,0.46301979,0.27204065
Pick Ethernet,Pick,0.49520009,-0.28028043
Pick Ethernet,Pick,0.61165521,0.26881062
Pick Ethernet,Pick,0.6303859,0.06455055
Pick Ethernet,Pick,0.61909945,0.04668119
Pick Ethernet,Pick,0.58799761,0.12959017
Pick Ethernet,Pick,0.63735163,0.13427301
Pick Ethernet,Pick,0.56589258,-0.11290984
Pick Ethernet,Pick,0.61222458,-0.31449127
Pick Ethernet,Pick,0.42704438,0.39326426
Pick Ethernet,Pick,0.62223999,-0.19831932
Pick Ethernet,Pick,0.60003681,-0.21419349
Pick Ethernet,Pick,0.57183569,-0.23276797
Pick Ethernet,Pick,0.38191409,-0.35901672
Pick Ethernet,Pick,0.36312225,-0.36274056
Pick Ethernet,Pick,0.51330924,-0.15897031
Pick Ethernet,Pick,0.6092085,-0.22687588
Pick Ethernet,Pick,0.58211628,0.1233632
Pick Ethernet,Pick,0.59277318,0.12703397
Pick Ethernet,Pick,0.61838439,0.11643537
Pick Ethernet,Pick,0.61595074,-0.2988171
Pick Ethernet,Pick,0.597887,0.15845085
Pick Ethernet,Pick,0.5608824,0.13311491
Pick Ethernet,Pick,0.44544603,-0.28813617
Pick Ethernet,Pick,0.45131493,-0.29163378
Pick Ethernet,Pick,0.45218844,-0.32252045
Pick Ethernet,Pick,0.48987957,-0.05229715
Pick Ethernet,Pick,0.5689815,-0.24420938
Pick Ethernet,Pick,0.26833164,-0.34564337
Pick Ethernet,Pick,0.51067825,-0.02320212
Pick Ethernet,Pick,0.50354864,0.0491412
Pick Ethernet,Pick,0.49310251,-0.47781554
Pick Ethernet,Pick,0.43114623,-0.49628097
Pick Ethernet,Pick,0.42682821,-0.52644736
Pick Ethernet,Pick,0.44964526,0.24137746
Pick Ethernet,Pick,0.45993668,0.22525594
Pick Ethernet,Pick,0.28174444,0.28756956
Pick Ethernet,Pick,0.65332098,-0.20498513
Pick Ethernet,Pick,0.64930744,-0.20165545
Pick Ethernet,Pick,0.51653953,0.0967939
Pick Ethernet,Pick,0.50628356,0.40854256
Pick Ethernet,Pick,0.56784497,0.16612774
Pick Ethernet,Pick,0.68415278,-0.18502881
Pick Ethernet,Pick,0.66833065,-0.20272982
Pick Ethernet,Pick,0.70908597,-0.1197478
Pick Ethernet,Pick,0.70875237,-0.06108919
Pick Ethernet,Pick,0.71249951,-0.40716246
Pick Ethernet,Pick,0.62460001,-0.3400649
Pick Ethernet,Pick,0.63734038,-0.29775573
Pick Ethernet,Pick,0.44490131,-0.30467118
Pick Ethernet,Pick,0.60961521,0.40082142
Pick Ethernet,Pick,0.64246943,0.20681041
Pick Ethernet,Pick,0.61532958,0.32361085
Pick Ethernet,Pick,0.59168729,0.34252479
Pick Ethernet,Pick,0.65252852,0.179915
Pick Ethernet,Pick,0.60285975,-0.01841823
Pick Ethernet,Pick,0.50239538,-0.33899541
Pick Ethernet,Pick,0.29593099,-0.44032257
Pick Ethernet,Pick,0.30020537,-0.45222653
Pick Ethernet,Pick,0.64553241,-0.17915545
Pick Ethernet,Pick,0.56197091,-0.19102312
Pick Ethernet,Pick,0.7043625,-0.35548866
Pick Ethernet,Pick,0.70026851,0.0503253
Pick Ethernet,Pick,0.65188123,-0.15078309
Pick Ethernet,Pick,0.64301582,0.02980312
Pick Ethernet,Pick,0.62035287,0.0234127
Pick Ethernet,Pick,0.39281163,0.10592762
Pick large gear,Pick,0.48202266,0.36194838
Pick large gear,Pick,0.53825805,0.32632811
Pick large gear,Pick,0.64237163,-0.23573833
Pick large gear,Pick,0.53490923,0.11724426
Pick large gear,Pick,0.58877836,0.00287359
Pick large gear,Pick,0.5383224,0.28044152
Pick large gear,Pick,0.5978839,0.28403774
Pick large gear,Pick,0.71382411,0.12345675
Pick large gear,Pick,0.44390113,0.17738068
Pick large gear,Pick,0.66262353,-0.25007681
Pick large gear,Pick,0.44416932,-0.25580638
Pick large gear,Pick,0.48917753,-0.08454786
Pick large gear,Pick,0.61057898,-0.24952625
Pick large gear,Pick,0.67938943,0.34415447
Pick large gear,Pick,0.62783703,0.24326194
Pick large gear,Pick,0.64913189,-0.27302321
Pick large gear,Pick,0.67493396,-0.32850246
Pick large gear,Pick,0.57365823,0.04910134
Pick large gear,Pick,0.71472798,-0.41696587
Pick large gear,Pick,0.62910491,0.31742573
Pick large gear,Pick,0.48772693,0.20832372
Pick large gear,Pick,0.70270453,-0.06466026
Pick large gear,Pick,0.46561668,0.35572513
Pick large gear,Pick,0.51391157,0.32332129
Pick large gear,Pick,0.38342571,0.03751248
Pick large gear,Pick,0.62473562,-0.48630136
Pick large gear,Pick,0.68909433,-0.38290626
Pick large gear,Pick,0.54801854,0.16065869
Pick large gear,Pick,0.4993913,-0.4289055
Pick large gear,Pick,0.64689298,0.28645658
Pick large gear,Pick,0.69704734,0.18738742
Pick large gear,Pick,0.500381,-0.21356858
Pick large gear,Pick,0.35571636,0.39936598
Pick large gear,Pick,0.6671158,-0.31437968
Pick large gear,Pick,0.63442941,0.21643159
Pick large gear,Pick,0.40361332,-0.44216678
Pick large gear,Pick,0.68130601,0.29812406
Pick large gear,Pick,0.48911107,-0.04927712
Pick large gear,Pick,0.66765866,-0.26113117
Pick large gear,Pick,0.42778573,-0.14014879
Pick large gear,Pick,0.47611739,-0.26018577
Pick large gear,Pick,0.50665485,-0.17758405
Pick large gear,Pick,0.70316115,0.09870361
Pick large gear,Pick,0.62664568,0.2675728
Pick large gear,Pick,0.69208606,-0.3583756
Pick large gear,Pick,0.56702403,-0.41417428
Pick large gear,Pick,0.51274663,-0.34061143
Pick large gear,Pick,0.49191489,0.07910715
Pick large gear,Pick,0.58641343,0.4675322
Pick large gear,Pick,0.53482658,0.19886407
Pick large gear,Pick,0.61917644,-0.59119034
Pick large gear,Pick,0.61723651,-0.59303407
Pick large gear,Pick,0.61653035,-0.58312938
Pick large gear,Pick,0.49513812,-0.15730177
Pick large gear,Pick,0.45992477,-0.20324642
Pick large gear,Pick,0.51241054,0.59372257
Pick large gear,Pick,0.63676187,-0.46393384
Pick large gear,Pick,0.69597623,-0.46351239
Pick large gear,Pick,0.66823565,-0.34570758
Pick large gear,Pick,0.35773236,0.31178067
Pick large gear,Pick,0.43718434,0.20637492
Pick large gear,Pick,0.55010668,-0.50607295
Pick large gear,Pick,0.66346897,-0.34454831
Pick large gear,Pick,0.41686382,-0.03657102
Pick large gear,Pick,0.44336048,-0.45181501
Pick medium gear,Pick,0.24616548,0.55005685
Pick medium gear,Pick,0.69010648,0.28952855
Pick medium gear,Pick,0.61901686,0.32976614
Pick medium gear,Pick,0.64191065,0.30900068
Pick medium gear,Pick,0.47956368,-0.02155469
Pick medium gear,Pick,0.45868624,0.03118126
Pick medium gear,Pick,0.51691172,-0.03252389
Pick medium gear,Pick,0.62982823,0.35682558
Pick medium gear,Pick,0.63213515,0.36413229
Pick medium gear,Pick,0.43612228,-0.27934035
Pick medium gear,Pick,0.65134415,-0.251305
Pick medium gear,Pick,0.59794913,-0.05663994
Pick medium gear,Pick,0.71362165,-0.03231398
Pick medium gear,Pick,0.6193396,0.37320252
Pick medium gear,Pick,0.71812079,0.08896352
Pick medium gear,Pick,0.5933243,-0.18997975
Pick medium gear,Pick,0.66865165,-0.27278982
Pick medium gear,Pick,0.61504616,0.24584928
Pick medium gear,Pick,0.55684402,0.07820206
Pick medium gear,Pick,0.63545629,0.24611047
Pick medium gear,Pick,0.41007282,0.16854978
Pick medium gear,Pick,0.64588553,-0.05191301
Pick medium gear,Pick,0.41075336,-0.23675152
Pick medium gear,Pick,0.63092428,-0.29349417
Pick medium gear,Pick,0.61039579,-0.27462724
Pick medium gear,Pick,0.50029653,-0.3098707
Pick medium gear,Pick,0.46135657,0.2576868
Pick medium gear,Pick,0.48276761,-0.10761645
Pick medium gear,Pick,0.55463034,-0.27892499
Pick medium gear,Pick,0.65201342,0.27949751
Pick medium gear,Pick,0.44856386,-0.37610009
Pick medium gear,Pick,0.56226436,-0.47753198
Pick medium gear,Pick,0.47555822,0.09901142
Pick medium gear,Pick,0.54731292,0.47913593
Pick medium gear,Pick,0.39097805,0.50655411
Pick medium gear,Pick,0.5432188,0.46574801
Pick medium gear,Pick,0.47785552,-0.51223345
Pick medium gear,Pick,0.4227394,-0.37641625
Pick medium gear,Pick,0.55763293,0.27786804
Pick medium gear,Pick,0.58310324,0.28072492
Pick medium gear,Pick,0.56192188,-0.23473773
Pick medium gear,Pick,0.47870757,-0.31216754
Pick medium gear,Pick,0.54506305,-0.308584
Pick medium gear,Pick,0.41790606,-0.21639437
Pick medium gear,Pick,0.69833231,-0.01300027
Pick medium gear,Pick,0.69287758,0.21544946
Pick medium gear,Pick,0.68967757,-0.46948664
Pick medium gear,Pick,0.64139461,-0.0615573
Pick medium gear,Pick,0.44974025,0.28750031
Pick medium gear,Pick,0.57897314,-0.43508451
Pick medium gear,Pick,0.31561827,-0.52143512
Pick medium gear,Pick,0.42441396,0.42582075
Pick medium gear,Pick,0.50879287,-0.04626665
Pick medium gear,Pick,0.44974321,0.09061633
Pick medium gear,Pick,0.53706112,-0.11401169
Pick medium gear,Pick,0.64540086,0.34731107
Pick medium gear,Pick,0.53983746,0.22689487
Pick medium gear,Pick,0.44024652,-0.29221249
Pick medium gear,Pick,0.49635849,0.09354213
Pick medium gear,Pick,0.42967235,0.39049013
Pick medium gear,Pick,0.42515648,0.3880671
Pick medium gear,Pick,0.67844825,-0.39527416
Pick medium gear,Pick,0.60681203,-0.43131413
Pick medium gear,Pick,0.55893005,0.19698184
Pick medium gear,Pick,0.69577494,-0.4224361
Pick round peg 1,Pick,0.6396277,-0.33101167
Pick round peg 1,Pick,0.45542677,-0.02220411
Pick round peg 1,Pick,0.6212,-0.29731465
Pick round peg 1,Pick,0.47746365,-0.33583947
Pick round peg 1,Pick,0.43641984,0.11904218
Pick round peg 1,Pick,0.70625251,0.02276435
Pick round peg 1,Pick,0.73490575,0.08017026
Pick round peg 1,Pick,0.69302286,0.21373845
Pick round peg 1,Pick,0.59893803,-0.23328581
Pick round peg 1,Pick,0.54828063,-0.33779727
Pick round peg 1,Pick,0.53131497,-0.28408418
Pick round peg 1,Pick,0.47819019,-0.32076069
Pick round peg 1,Pick,0.62682549,-0.31360626
Pick round peg 1,Pick,0.61777802,-0.38080763
Pick round peg 1,Pick,0.65526196,-0.14175269
Pick round peg 1,Pick,0.61263602,-0.16296421
Pick round peg 1,Pick,0.64142712,0.00464353
Pick round peg 1,Pick,0.44095563,-0.42911734
Pick round peg 1,Pick,0.59597971,-0.32322293
Pick round peg 1,Pick,0.67790193,0.11196702
Pick round peg 1,Pick,0.65494021,0.18567883
Pick round peg 1,Pick,0.65494021,0.18567883
Pick round peg 1,Pick,0.55200334,-0.26690884
Pick round peg 1,Pick,0.54130306,-0.25381076
Pick round peg 1,Pick,0.60735791,0.08392923
Pick round peg 1,Pick,0.6453703,-0.2481758
Pick round peg 1,Pick,0.62504068,-0.169561
Pick round peg 1,Pick,0.5191164,-0.06203488
Pick round peg 1,Pick,0.49670567,0.19837855
Pick round peg 1,Pick,0.49263251,0.17097034
Pick round peg 1,Pick,0.51427482,0.19244099
Pick round peg 1,Pick,0.31945648,0.4388607
Pick round peg 1,Pick,0.42997179,0.4078996
Pick round peg 1,Pick,0.70472018,0.14235793
Pick round peg 1,Pick,0.64989927,-0.34893586
Pick round peg 1,Pick,0.68925479,-0.06711792
Pick round peg 1,Pick,0.64721568,-0.31498925
Pick round peg 1,Pick,0.4928823,0.46487527
Pick round peg 1,Pick,0.48916094,0.40247295
Pick round peg 1,Pick,0.53394793,0.41987083
Pick round peg 1,Pick,0.59844516,0.19800314
Pick round peg 1,Pick,0.51995772,-0.36283487
Pick round peg 1,Pick,0.55534784,-0.36814461
Pick round peg 1,Pick,0.40780986,0.51091962
Pick round peg 1,Pick,0.50591145,0.3821547
Pick round peg 1,Pick,0.69506239,0.03504866
Pick round peg 1,Pick,0.66386308,-0.24144801
Pick round peg 1,Pick,0.62593054,-0.14280606
Pick round peg 1,Pick,0.69064528,0.04622225
Pick round peg 1,Pick,0.71171664,-0.26778764
Pick round peg 1,Pick,0.55331861,-0.52257614
Pick round peg 1,Pick,0.55460472,-0.31729118
Pick round peg 1,Pick,0.62213782,-0.4093122
Pick round peg 1,Pick,0.62315686,0.19974403
Pick round peg 1,Pick,0.67441646,-0.28552467
Pick round peg 1,Pick,0.46283209,0.41685735
Pick round peg 1,Pick,0.50928232,0.41288357
Pick round peg 1,Pick,0.66153624,0.2888216
Pick round peg 2,Pick,0.66996072,-0.33410515
Pick round peg 2,Pick,0.63744897,-0.30688174
Pick round peg 2,Pick,0.47621891,-0.34279933
Pick round peg 2,Pick,0.41458525,0.09747036
Pick round peg 2,Pick,0.71782883,0.02611782
Pick round peg 2,Pick,0.70776018,0.07225046
Pick round peg 2,Pick,0.68093864,0.21166387
Pick round peg 2,Pick,0.56888465,-0.23749639
Pick round peg 2,Pick,0.52087841,-0.31582756
Pick round peg 2,Pick,0.52066304,-0.26308162
Pick round peg 2,Pick,0.47817844,-0.30805197
Pick round peg 2,Pick,0.6489424,-0.30256488
Pick round peg 2,Pick,0.67141309,-0.39302864
Pick round peg 2,Pick,0.66304772,-0.14344734
Pick round peg 2,Pick,0.64212288,-0.14886087
Pick round peg 2,Pick,0.68364087,-0.00456225
Pick round peg 2,Pick,0.43331205,-0.41514155
Pick round peg 2,Pick,0.58062454,-0.33371097
Pick round peg 2,Pick,0.66796294,0.15092743
Pick round peg 2,Pick,0.64873755,0.19852891
Pick round peg 2,Pick,0.52330868,-0.25903403
Pick round peg 2,Pick,0.52714314,-0.25640251
Pick round peg 2,Pick,0.60163554,0.09101902
Pick round peg 2,Pick,0.64271222,-0.239901
Pick round peg 2,Pick,0.63680006,-0.15054829
Pick round peg 2,Pick,0.53750225,-0.07021055
Pick round peg 2,Pick,0.4957112,0.22405894
Pick round peg 2,Pick,0.50313929,0.16843437
Pick round peg 2,Pick,0.53735455,0.18982569
Pick round peg 2,Pick,0.32547862,0.43112539
Pick round peg 2,Pick,0.43908118,0.40764432
Pick round peg 2,Pick,0.69990527,0.15634194
Pick round peg 2,Pick,0.63908348,-0.33317514
Pick round peg 2,Pick,0.69228642,-0.08019098
Pick round peg 2,Pick,0.65632722,-0.32991909
Pick round peg 2,Pick,0.59083239,-0.00130504
Pick round peg 2,Pick,0.46735749,0.47192612
Pick round peg 2,Pick,0.48287511,0.4111541
Pick round peg 2,Pick,0.52956524,0.42841524
Pick round peg 2,Pick,0.61039839,0.19760815
Pick round peg 2,Pick,0.52827256,-0.36718528
Pick round peg 2,Pick,0.56274596,-0.34941774
Pick round peg 2,Pick,0.40077731,0.49843788
Pick round peg 2,Pick,0.48398589,0.37945882
Pick round peg 2,Pick,0.67493881,0.08290469
Pick round peg 2,Pick,0.64558639,-0.23998261
Pick round peg 2,Pick,0.59920438,-0.14019917
Pick round peg 2,Pick,0.70161448,0.04860847
Pick round peg 2,Pick,0.69444445,-0.26223592
Pick round peg 2,Pick,0.53074705,-0.52757466
Pick round peg 2,Pick,0.5308245,-0.33644395
Pick round peg 2,Pick,0.59554669,-0.39221651
Pick round peg 2,Pick,0.63249295,0.19368836
Pick round peg 2,Pick,0.62938822,-0.27304273
Pick round peg 2,Pick,0.46004744,0.39066501
Pick round peg 2,Pick,0.49623212,0.40217742
Pick round peg 2,Pick,0.63807396,0.32085757
Pick round peg 3,Pick,0.67263071,-0.31002349
Pick round peg 3,Pick,0.65558827,-0.30754295
Pick round peg 3,Pick,0.48999053,-0.35987867
Pick round peg 3,Pick,0.40636591,0.07530681
Pick round peg 3,Pick,0.65776916,0.03356556
Pick round peg 3,Pick,0.69703251,0.05816462
Pick round peg 3,Pick,0.64648756,0.21652187
Pick round peg 3,Pick,0.54375799,-0.21532289
Pick round peg 3,Pick,0.52398022,-0.29762635
Pick round peg 3,Pick,0.54678797,-0.25722787
Pick round peg 3,Pick,0.4890038,-0.29061333
Pick round peg 3,Pick,0.65183254,-0.29522629
Pick round peg 3,Pick,0.6727828,-0.39187943
Pick round peg 3,Pick,0.67023856,-0.16241701
Pick round peg 3,Pick,0.65028823,-0.15047841
Pick round peg 3,Pick,0.70488875,0.00215488
Pick round peg 3,Pick,0.45176473,-0.43171657
Pick round peg 3,Pick,0.56528829,-0.34951579
Pick round peg 3,Pick,0.32446395,-0.08945571
Pick round peg 3,Pick,0.64776182,0.16891855
Pick round peg 3,Pick,0.67057073,0.17122402
Pick round peg 3,Pick,0.50646205,-0.26112843
Pick round peg 3,Pick,0.49648334,-0.26350478
Pick round peg 3,Pick,0.57151764,0.09466508
Pick round peg 3,Pick,0.6613357,-0.22861126
Pick round peg 3,Pick,0.63328894,-0.42391908
Pick round peg 3,Pick,0.66480217,-0.14171532
Pick round peg 3,Pick,0.54542085,-0.07118076
Pick round peg 3,Pick,0.50273227,0.23747417
Pick round peg 3,Pick,0.52909306,0.15361579
Pick round peg 3,Pick,0.55123198,0.17426316
Pick round peg 3,Pick,0.33970913,0.41537226
Pick round peg 3,Pick,0.43690003,0.42621208
Pick round peg 3,Pick,0.69317585,0.16796803
Pick round peg 3,Pick,0.59694028,-0.36612156
Pick round peg 3,Pick,0.69897699,-0.09567028
Pick round peg 3,Pick,0.63245458,-0.33270142
Pick round peg 3,Pick,0.60287997,-0.43139518
Pick round peg 3,Pick,0.43432913,0.47168774
Pick round peg 3,Pick,0.44536921,0.41909942
Pick round peg 3,Pick,0.50778162,0.44978872
Pick round peg 3,Pick,0.64776261,0.22758459
Pick round peg 3,Pick,0.53142788,-0.35367181
Pick round peg 3,Pick,0.57457154,-0.34781532
Pick round peg 3,Pick,0.36927139,0.5297727
Pick round peg 3,Pick,0.47736776,0.37072165
Pick round peg 3,Pick,0.64546081,0.08170973
Pick round peg 3,Pick,0.62931231,-0.25016526
Pick round peg 3,Pick,0.58932788,-0.13783591
Pick round peg 3,Pick,0.69371973,0.09090757
Pick round peg 3,Pick,0.6600462,-0.27482128
Pick round peg 3,Pick,0.52301982,-0.5284487
Pick round peg 3,Pick,0.50621726,-0.36212831
Pick round peg 3,Pick,0.60226048,-0.41413762
Pick round peg 3,Pick,0.58661936,0.2095235
Pick round peg 3,Pick,0.61581618,-0.28191766
Pick round peg 3,Pick,0.4325783,0.44836474
Pick round peg 3,Pick,0.46216682,0.38748683
Pick round peg 3,Pick,0.63512891,0.33797771
Pick round peg 4,Pick,0.68850762,-0.3228452
Pick round peg 4,Pick,0.69657626,-0.30926435
Pick round peg 4,Pick,0.49075373,-0.36524772
Pick round peg 4,Pick,0.40404143,0.05621123
Pick round peg 4,Pick,0.6516022,0.02529364
Pick round peg 4,Pick,0.67998906,0.02584375
Pick round peg 4,Pick,0.62294678,0.21622094
Pick round peg 4,Pick,0.52679772,-0.22655237
Pick round peg 4,Pick,0.5377791,-0.26579334
Pick round peg 4,Pick,0.58464208,-0.23460079
Pick round peg 4,Pick,0.49543847,-0.27693052
Pick round peg 4,Pick,0.66948621,-0.28672828
Pick round peg 4,Pick,0.70602743,-0.3952138
Pick round peg 4,Pick,0.69769658,-0.15906977
Pick round peg 4,Pick,0.50733403,0.13095362
Pick round peg 4,Pick,0.66889912,-0.1357847
Pick round peg 4,Pick,0.73798493,-0.01754774
Pick round peg 4,Pick,0.44998054,-0.45016151
Pick round peg 4,Pick,0.53150022,-0.36794596
Pick round peg 4,Pick,0.64767247,0.18254051
Pick round peg 4,Pick,0.66920832,0.1575472
Pick round peg 4,Pick,0.51920091,-0.31213615
Pick round peg 4,Pick,0.49643547,-0.24071589
Pick round peg 4,Pick,0.55649275,0.09654274
Pick round peg 4,Pick,0.68654779,-0.21416137
Pick round peg 4,Pick,0.70558332,-0.14486978
Pick round peg 4,Pick,0.58072955,-0.09669849
Pick round peg 4,Pick,0.51846851,0.26540807
Pick round peg 4,Pick,0.53746342,0.14256123
